0,0,0,0,0,0
1,0,0,0,0,1
1,0,0,0,0,1
1,0,0,0,0,1
1,0,0,0,0,1
1,0,0,0,0,1
1,0,0,0,0,1
1,0,0,0,0,1
2,0,0,0,0,2
2,0,0,0,0,2
2,0,0,0,0,2
2,0,0,0,0,2
2,0,0,0,0,2
2,0,0,0,0,2
2,0,0,0,0,2
3,0,0,0,0,3
3,0,0,0,0,3
3,0,0,0,0,3
3,0,0,0,0,3
3,0,0,0,0,3
3,0,0,0,0,3
3,0,0,0,0,3
3,0,0,0,0,3
3,0,0,0,0,3
4,0,1,0,0,3
4,0,1,0,0,3
4,0,1,0,0,3
4,0,1,0,0,3
4,0,1,0,0,3
5,0,2,0,0,3
6,0,3,0,0,3
7,0,4,0,0,3
8,0,5,0,0,3
9,0,6,0,0,3
10,0,7,0,0,3
12,0,8,0,0,4
13,0,8,0,0,5
14,0,8,0,1,5
14,0,8,0,1,5
14,0,8,0,1,5
14,0,8,0,1,5
14,0,8,0,1,5
14,0,8,0,1,5
14,0,8,0,1,5
14,0,8,0,1,5
14,0,8,0,1,5
14,0,8,0,1,5
15,0,8,0,2,5
16,0,8,0,3,5
16,0,8,0,3,5
16,0,8,0,3,5
16,0,8,0,3,5
16,0,8,0,3,5
17,0,9,0,3,5
18,0,10,0,3,5
19,0,11,0,3,5
20,0,12,0,3,5
21,0,13,0,3,5
22,0,14,0,3,5
23,0,15,0,3,5
24,0,16,0,3,5
25,0,17,0,3,5
25,0,17,0,3,5
25,0,17,0,3,5
25,0,17,0,3,5
25,0,17,0,3,5
25,0,17,0,3,5
26,0,18,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
27,0,19,0,3,5
28,0,19,0,4,5
29,0,19,0,5,5
29,0,19,0,5,5
29,0,19,0,5,5
29,0,19,0,5,5
29,0,19,0,5,5
29,0,19,0,5,5
29,0,19,0,5,5
29,0,19,0,5,5
29,0,19,0,5,5
29,0,19,0,5,5
30,0,19,1,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
31,0,19,2,5,5
32,0,19,3,5,5
32,0,19,3,5,5
32,0,19,3,5,5
32,0,19,3,5,5
32,0,19,3,5,5
32,0,19,3,5,5
33,1,19,3,5,5
34,2,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
35,3,19,3,5,5
